Product_ID;Product_Name;Category;Sale_Price_EUR;Cost_Price_EUR;Stock;Country_Origin;Brand;Color;Size;Gender
S000639;Running shoes;Footwear;108,64;-71,70;496;EE.UU.;Nike;Blue;M;Male
S000640;Rackets;Equipment;35,66;-21,40;366;Japan;Reebok;Black;M;Female
S000641;Towel;Accessories;156,87;-112,95;339;EE.UU.;Reebok;Green;XL;Female
S000642;Yoga mat;Equipment;386,75;-270,73;325;Uruguay;Reebok;Blue;XL;Male
S000643;Sandals;Footwear;285,30;-222,53;311;EE.UU.;Adidas;Gray;L;Male
S000644;Yoga mat;Equipment;118,12;-60,24;395;Brazil;Under Armour;Gray;S;Female
S000645;Sneakers;Footwear;386,32;-278,15;59;EE.UU.;Nike;Green;XL;Female
S000646;Pants;Clothing;42,81;-33,82;486;Brazil;Nike;White;L;Female
S000647;Rackets;Equipment;278,14;-141,85;373;Uruguay;Reebok;Gray;M;Female
S000648;Boots;Footwear;209,20;-129,70;15;Uruguay;Reebok;Green;L;Female
S000649;Pants;Clothing;156,60;-86,13;126;Uruguay;Adidas;Green;M;Female
S000650;Jacket;Clothing;424,95;-293,22;403;Australia;Reebok;White;XL;Male
S000651;Balls;Equipment;419,61;-230,79;305;Brazil;Puma;Blue;M;Male
S000652;Jump Rope;Equipment;491,37;-319,39;449;Australia;Reebok;Black;M;Female
S000653;Balls;Equipment;467,40;-257,07;415;Uruguay;Adidas;Green;XL;Female
S000654;Weight Discs;Equipment;223,26;-118,33;469;Mexico;Adidas;Green;XL;Female
S000655;Leggings;Clothing;465,50;-251,37;59;Germany;Nike;White;XL;Male
S000656;Balls;Equipment;403,48;-225,95;406;Mexico;Under Armour;White;M;Female
S000657;Rackets;Equipment;400,52;-272,35;192;EE.UU.;Reebok;Gray;S;Male
S000658;Belt;Accessories;214,64;-133,08;183;Japan;Adidas;Black;L;Male
S000659;Coat;Clothing;387,79;-236,55;288;Brazil;Reebok;Black;M;Female
S000660;Balls;Equipment;73,48;-45,56;54;Uruguay;Under Armour;Black;XL;Male
S000661;Yoga mat;Equipment;87,47;-65,60;345;Mexico;Under Armour;White;XL;Female
S000662;Rackets;Equipment;302,82;-190,78;269;Germany;Nike;Red;XL;Female
S000663;Weight Discs;Equipment;435,34;-309,09;310;Australia;Nike;White;S;Male
S000664;Belt;Accessories;479,59;-369,28;232;Australia;Nike;Black;L;Female
S000665;Cap;Accessories;458,33;-352,91;227;Germany;Nike;Gray;L;Male
S000666;Towel;Accessories;207,53;-126,59;486;Germany;Nike;White;XL;Male
S000667;Coat;Clothing;435,08;-348,06;186;Uruguay;Puma;White;S;Male
S000668;Cap;Accessories;41,83;-31,37;93;Mexico;Puma;Red;M;Male
S000669;Balls;Equipment;426,63;-285,84;24;Mexico;Puma;Green;M;Female
S000670;Bracelet;Accessories;102,25;-52,15;478;Brazil;Nike;Red;M;Male
S000671;Gloves;Accessories;273,86;-156,10;182;Uruguay;Reebok;Red;L;Male
S000672;Foam Roller;Equipment;248,34;-131,62;295;Mexico;Under Armour;Gray;XL;Female
S000673;Balls;Equipment;260,63;-143,35;232;Spain;Reebok;Blue;M;Male
S000674;Backpack;Accessories;481,70;-322,74;306;Germany;Under Armour;Green;L;Female
S000675;Belt;Accessories;87,83;-61,48;306;Uruguay;Adidas;Black;XL;Female
S000676;Yoga mat;Equipment;287,77;-212,95;375;EE.UU.;Reebok;Gray;M;Male
S000677;Yoga mat;Equipment;356,90;-267,68;156;Spain;Nike;Green;L;Male
S000678;Backpack;Accessories;349,26;-223,53;279;EE.UU.;Adidas;Red;XL;Male
S000679;Pants;Clothing;328,44;-164,22;404;Japan;Adidas;Blue;XL;Female
S000680;Boots;Footwear;105,93;-77,33;120;Germany;Nike;Blue;XL;Female
S000681;Sneakers;Footwear;181,60;-121,67;229;EE.UU.;Under Armour;Green;S;Male
S000682;Backpack;Accessories;178,63;-89,32;339;Germany;Under Armour;Blue;S;Female
S000683;Leggings;Clothing;317,83;-235,19;197;Spain;Puma;Red;L;Male
S000684;Towel;Accessories;192,82;-121,48;142;Spain;Under Armour;Red;S;Male
S000685;Jacket;Clothing;100,65;-69,45;155;Mexico;Reebok;Green;S;Male
S000686;Sandals;Footwear;274,20;-172,75;230;Mexico;Reebok;Gray;M;Female
S000687;Coat;Clothing;385,79;-258,48;383;Uruguay;Adidas;Gray;L;Male
S000688;Resitance bands;Equipment;135,18;-101,39;409;Uruguay;Puma;Gray;S;Female
S000689;Gloves;Accessories;380,14;-296,51;375;Germany;Puma;White;S;Male
S000690;Football shoes;Footwear;371,59;-260,11;470;EE.UU.;Under Armour;Gray;XL;Female
S000691;Coat;Clothing;353,68;-279,41;124;Japan;Reebok;Green;XL;Female
S000692;Foam Roller;Equipment;35,14;-20,03;13;Germany;Under Armour;White;L;Male
S000693;T-shirt;Clothing;443,32;-261,56;198;Spain;Under Armour;Green;M;Female
S000694;Foam Roller;Equipment;12,25;-6,49;375;Mexico;Puma;Black;M;Male
S000695;Cap;Accessories;42,45;-22,07;68;Germany;Adidas;Gray;XL;Male
S000696;Sandals;Footwear;19,51;-11,51;287;Australia;Adidas;Gray;XL;Female
S000697;Football shoes;Footwear;441,54;-331,16;203;Australia;Adidas;Black;XL;Male
S000698;Pants;Clothing;337,73;-216,15;280;Australia;Puma;Black;S;Female
S000699;Pants;Clothing;389,46;-264,83;119;Japan;Nike;Black;S;Male
S000700;Boots;Footwear;350,27;-185,64;306;Japan;Reebok;Red;L;Male
S000701;Bracelet;Accessories;268,14;-152,84;454;Spain;Adidas;White;XL;Female
S000702;Rackets;Equipment;189,42;-149,64;427;Australia;Reebok;Blue;M;Male
S000703;Jump Rope;Equipment;198,86;-117,33;130;Mexico;Reebok;Green;S;Female
S000704;Yoga mat;Equipment;260,09;-148,25;431;Australia;Nike;Blue;XL;Female
S000705;Bracelet;Accessories;21,03;-14,30;113;Germany;Nike;Blue;S;Male
S000706;Sunglasses;Accessories;34,22;-19,51;398;EE.UU.;Puma;Green;L;Female
S000707;Pants;Clothing;191,02;-120,34;232;Germany;Nike;White;M;Male
S000708;Towel;Accessories;490,82;-265,04;494;Spain;Puma;Green;L;Male
S000709;Boots;Footwear;152,74;-87,06;1;Brazil;Under Armour;Black;S;Female
S000710;Jacket;Clothing;274,35;-139,92;301;Australia;Puma;Gray;M;Female
S000711;Jump Rope;Equipment;257,43;-169,90;385;Australia;Nike;Red;S;Male
S000712;Sneakers;Footwear;61,88;-32,80;184;Spain;Reebok;Blue;S;Male
S000713;Backpack;Accessories;136,79;-88,91;474;Mexico;Adidas;Gray;XL;Male
S000714;T-shirt;Clothing;189,54;-147,84;467;Brazil;Reebok;Red;XL;Female
S000715;Boots;Footwear;204,86;-153,65;446;Brazil;Reebok;Gray;XL;Female
S000716;Shorts;Clothing;62,67;-43,87;321;Australia;Under Armour;Red;L;Female
S000717;Jacket;Clothing;352,27;-246,59;471;Australia;Puma;Black;L;Female
S000718;Balls;Equipment;71,32;-35,66;293;Spain;Reebok;Gray;L;Male
S000719;Coat;Clothing;57,14;-35,43;316;Spain;Reebok;White;S;Male
S000720;Running shoes;Footwear;202,04;-155,57;411;Germany;Puma;Red;L;Male
S000721;Resitance bands;Equipment;165,55;-110,92;362;Japan;Nike;Gray;L;Male
S000722;Pants;Clothing;246,14;-137,84;451;Spain;Adidas;White;XL;Female
S000723;Sandals;Footwear;465,16;-246,53;18;EE.UU.;Nike;Blue;S;Female
S000724;Balls;Equipment;104,25;-78,19;476;Germany;Puma;Green;L;Male
S000725;Backpack;Accessories;17,58;-13,89;161;Germany;Adidas;White;S;Male
S000726;Bracelet;Accessories;376,43;-286,09;462;Brazil;Under Armour;Black;XL;Female
S000727;Pants;Clothing;148,16;-112,60;162;Brazil;Nike;Black;XL;Female
S000728;Bracelet;Accessories;427,17;-294,75;211;Mexico;Under Armour;Gray;XL;Male
S000729;Foam Roller;Equipment;41,02;-23,38;166;Japan;Puma;Red;M;Male
S000730;Gloves;Accessories;371,06;-263,45;260;Brazil;Adidas;Red;M;Male
S000731;Yoga mat;Equipment;118,36;-65,10;227;Germany;Puma;Blue;L;Male
S000732;Backpack;Accessories;325,06;-172,28;170;Japan;Under Armour;Black;S;Male
S000733;Towel;Accessories;175,77;-135,34;17;Japan;Reebok;Blue;L;Female
S000734;Gloves;Accessories;452,77;-267,13;116;EE.UU.;Under Armour;Blue;M;Female
S000735;Rackets;Equipment;13,83;-10,79;91;Japan;Reebok;Black;XL;Male
S000736;Jacket;Clothing;457,43;-260,74;268;Japan;Under Armour;Blue;L;Female
S000737;Football shoes;Footwear;29,65;-18,38;474;Brazil;Adidas;White;M;Male
S000738;Sneakers;Footwear;68,26;-39,59;152;Mexico;Reebok;Green;S;Female
S000739;Bracelet;Accessories;136,53;-72,36;216;Mexico;Under Armour;Black;XL;Female
S000740;Belt;Accessories;21,88;-17,29;204;EE.UU.;Reebok;Blue;XL;Male
S000741;Towel;Accessories;191,14;-95,57;33;Spain;Under Armour;White;L;Male
S000742;Sunglasses;Accessories;160,19;-116,94;344;Brazil;Puma;Gray;M;Female
S000743;Backpack;Accessories;88,12;-48,47;281;EE.UU.;Under Armour;Blue;L;Male
S000744;Towel;Accessories;67,50;-51,30;173;Spain;Puma;Gray;M;Female
S000745;Resitance bands;Equipment;406,87;-268,53;497;Australia;Puma;Red;M;Male
S000746;Bracelet;Accessories;332,96;-196,45;340;Mexico;Nike;Red;L;Male
S000747;Foam Roller;Equipment;322,33;-248,19;380;Germany;Under Armour;Black;S;Female
S000748;Running shoes;Footwear;51,93;-29,60;138;EE.UU.;Puma;Red;S;Male
S000749;Foam Roller;Equipment;226,86;-161,07;368;Brazil;Puma;White;L;Female
S000750;Rackets;Equipment;499,87;-379,90;340;Mexico;Puma;Green;L;Male
S000751;Jump Rope;Equipment;233,67;-135,53;286;Uruguay;Adidas;Blue;M;Male
S000752;Boots;Footwear;415,59;-216,11;204;Australia;Reebok;Green;M;Female
S000753;Boots;Footwear;494,22;-385,49;367;Spain;Reebok;Black;XL;Male
S000754;Balls;Equipment;67,80;-50,17;343;EE.UU.;Under Armour;Red;S;Female
S000755;Shorts;Clothing;222,67;-122,47;406;Australia;Adidas;Blue;S;Female
S000756;Resitance bands;Equipment;207,17;-140,88;300;Uruguay;Adidas;Black;XL;Male
S000757;Belt;Accessories;424,49;-254,69;104;Mexico;Adidas;Red;M;Female
S000758;Boots;Footwear;415,26;-228,39;11;Uruguay;Nike;Red;S;Male
S000759;Resitance bands;Equipment;239,00;-160,13;414;Brazil;Adidas;Green;S;Female
S000760;Boots;Footwear;232,16;-164,83;5;EE.UU.;Reebok;Gray;M;Female
S000761;Sunglasses;Accessories;287,40;-155,20;380;Uruguay;Adidas;Red;XL;Female
S000762;Gloves;Accessories;186,27;-137,84;448;Mexico;Adidas;Black;M;Female
S000763;Jacket;Clothing;286,12;-194,56;246;Australia;Adidas;Blue;M;Female
S000764;Shorts;Clothing;89,40;-60,79;326;Australia;Puma;Black;S;Male
S000765;Running shoes;Footwear;379,28;-257,91;347;Japan;Reebok;Red;M;Female
S000766;Rackets;Equipment;422,57;-300,02;49;Mexico;Reebok;Black;XL;Female
S000767;T-shirt;Clothing;103,51;-80,74;377;Germany;Under Armour;Gray;XL;Female
S000768;Balls;Equipment;489,91;-303,74;223;Japan;Reebok;Red;XL;Male
S000769;Boots;Footwear;360,19;-198,10;387;Mexico;Adidas;Blue;S;Male
S000770;Boots;Footwear;345,37;-238,31;330;Brazil;Adidas;Gray;XL;Male
S000771;Backpack;Accessories;88,53;-62,86;78;Germany;Adidas;Gray;XL;Male
S000772;Shorts;Clothing;17,36;-9,72;412;Australia;Puma;Black;M;Female
S000773;Boots;Footwear;106,60;-84,21;1;Brazil;Nike;Green;L;Male
S000774;Backpack;Accessories;20,18;-14,33;440;Germany;Nike;Black;L;Male
S000775;Gloves;Accessories;38,10;-20,19;65;Australia;Nike;Blue;S;Female
S000776;Coat;Clothing;162,21;-116,79;214;Japan;Reebok;Red;XL;Female
S000777;Belt;Accessories;388,37;-264,09;195;Spain;Nike;Black;XL;Female
S000778;Towel;Accessories;111,84;-63,75;390;EE.UU.;Puma;Red;S;Male
S000779;Sandals;Footwear;132,46;-75,50;49;Brazil;Reebok;Blue;L;Female
S000780;Pants;Clothing;151,63;-100,08;420;Spain;Reebok;Gray;S;Male
S000781;Rackets;Equipment;300,39;-171,22;35;Germany;Nike;Green;S;Female
S000782;Jacket;Clothing;376,79;-229,84;340;Spain;Adidas;Blue;S;Male
S000783;Football shoes;Footwear;69,31;-44,36;244;Japan;Nike;Blue;M;Male
S000784;Sneakers;Footwear;337,73;-209,39;105;Uruguay;Nike;Gray;M;Male
S000785;Pants;Clothing;407,79;-301,76;432;Australia;Under Armour;Red;M;Female
S000786;Gloves;Accessories;219,18;-118,36;149;Mexico;Under Armour;White;M;Male
S000787;Resitance bands;Equipment;389,41;-257,01;314;EE.UU.;Adidas;White;L;Female
S000788;Jacket;Clothing;195,79;-103,77;411;Uruguay;Nike;Black;XL;Male
S000789;Running shoes;Footwear;272,61;-155,39;101;Brazil;Under Armour;Red;L;Male
S000790;Towel;Accessories;423,11;-317,33;440;Germany;Puma;Blue;M;Female
S000791;Towel;Accessories;49,15;-38,34;456;Australia;Nike;White;XL;Female
S000792;Towel;Accessories;391,33;-215,23;284;Uruguay;Puma;Green;XL;Female
S000793;Pants;Clothing;466,41;-251,86;193;Brazil;Nike;White;L;Male
S000794;Running shoes;Footwear;296,24;-222,18;116;Mexico;Nike;Red;L;Female
S000795;Bracelet;Accessories;484,97;-247,33;439;Brazil;Adidas;Blue;S;Female
S000796;Boots;Footwear;445,85;-254,13;65;Mexico;Reebok;Black;L;Female
S000797;Running shoes;Footwear;322,70;-196,85;442;Japan;Puma;Red;L;Male
S000798;Pants;Clothing;439,03;-267,81;321;EE.UU.;Puma;Blue;S;Male
S000799;Jacket;Clothing;84,93;-49,26;96;Australia;Puma;Green;L;Female
S000800;Boots;Footwear;212,51;-136,01;411;Mexico;Under Armour;Black;M;Male
S000801;Rackets;Equipment;347,90;-219,18;158;Germany;Nike;Red;M;Male
S000802;Sneakers;Footwear;232,69;-148,92;421;Uruguay;Under Armour;Blue;XL;Male
S000803;Football shoes;Footwear;360,31;-190,96;95;Germany;Reebok;Red;M;Male
S000804;Weight Discs;Equipment;164,78;-84,04;67;Mexico;Puma;Black;S;Female
S000805;Leggings;Clothing;180,22;-108,13;54;Uruguay;Under Armour;Gray;XL;Male
S000806;Rackets;Equipment;83,52;-53,45;141;Australia;Adidas;Gray;S;Female
S000807;Football shoes;Footwear;290,49;-188,82;117;Brazil;Adidas;Green;M;Female
S000808;Foam Roller;Equipment;208,14;-141,54;457;Japan;Adidas;Blue;XL;Male
S000809;Running shoes;Footwear;89,57;-46,58;403;Brazil;Adidas;Green;L;Male
S000810;Leggings;Clothing;341,61;-201,55;187;Japan;Adidas;Black;XL;Female
S000811;Jacket;Clothing;213,76;-123,98;334;EE.UU.;Puma;Red;M;Male
S000812;Rackets;Equipment;260,78;-172,11;268;Brazil;Under Armour;Green;M;Male
S000813;Sunglasses;Accessories;144,05;-105,16;170;Brazil;Under Armour;Black;S;Female
S000814;Football shoes;Footwear;325,44;-250,59;431;Brazil;Reebok;Red;S;Male
S000815;Bracelet;Accessories;396,07;-293,09;31;Germany;Nike;Blue;L;Female
S000816;Boots;Footwear;167,46;-118,90;120;Mexico;Adidas;Gray;S;Female
S000817;Running shoes;Footwear;77,05;-46,23;26;Australia;Nike;Black;M;Female
S000818;T-shirt;Clothing;55,20;-38,09;89;Brazil;Reebok;Green;S;Male
S000819;Foam Roller;Equipment;395,93;-292,99;425;Spain;Adidas;Blue;S;Female
S000820;Coat;Clothing;433,08;-298,83;182;Mexico;Puma;Green;XL;Male
S000821;Pants;Clothing;66,31;-38,46;156;Uruguay;Puma;White;L;Female
S000822;Jump Rope;Equipment;156,78;-101,91;465;Uruguay;Nike;Green;M;Male
S000823;Balls;Equipment;345,78;-259,34;490;Mexico;Adidas;Blue;L;Male
S000824;Jacket;Clothing;319,22;-226,65;387;Australia;Nike;Red;M;Male
S000825;Towel;Accessories;27,93;-17,32;346;Brazil;Under Armour;Red;L;Male
S000826;Jacket;Clothing;253,10;-164,52;204;Brazil;Adidas;Gray;S;Male
S000827;T-shirt;Clothing;40,04;-27,23;102;Mexico;Nike;Red;XL;Female
S000828;Jump Rope;Equipment;216,84;-158,29;91;Australia;Adidas;Red;M;Male
S000829;Boots;Footwear;36,97;-24,40;257;Germany;Adidas;White;M;Female
S000830;Shorts;Clothing;36,03;-19,46;369;Germany;Nike;Blue;L;Female
S000831;T-shirt;Clothing;470,13;-366,70;287;Japan;Adidas;Gray;M;Male
S000832;Coat;Clothing;451,87;-302,75;61;Spain;Reebok;White;M;Male
S000833;Sunglasses;Accessories;382,52;-225,69;74;Japan;Reebok;White;M;Male
S000834;Balls;Equipment;419,00;-331,01;146;Brazil;Under Armour;Gray;L;Male
S000835;Leggings;Clothing;468,62;-337,41;156;Mexico;Reebok;Blue;L;Male
S000836;Sandals;Footwear;363,00;-257,73;189;Uruguay;Under Armour;Gray;M;Female
S000837;Sandals;Footwear;165,00;-127,05;46;Mexico;Nike;Gray;XL;Male
S000838;Weight Discs;Equipment;233,22;-186,58;356;EE.UU.;Puma;Black;S;Female
S000839;Boots;Footwear;378,51;-302,81;294;Germany;Under Armour;Gray;S;Female
S000840;Boots;Footwear;178,91;-130,60;355;Brazil;Puma;Blue;XL;Male
S000841;Running shoes;Footwear;343,69;-189,03;125;Australia;Adidas;White;M;Male
S000842;Gloves;Accessories;185,24;-120,41;280;Mexico;Under Armour;Gray;M;Female
S000843;Cap;Accessories;162,29;-123,34;283;Brazil;Adidas;White;M;Male
S000844;Resitance bands;Equipment;395,94;-229,65;8;Spain;Reebok;Blue;L;Female
S000845;Coat;Clothing;118,18;-62,64;249;Australia;Adidas;Blue;XL;Female
S000846;Bracelet;Accessories;491,26;-338,97;68;Brazil;Under Armour;Black;L;Male
S000847;Coat;Clothing;75,57;-54,41;103;Japan;Reebok;Red;XL;Female
S000848;Football shoes;Footwear;281,61;-180,23;487;Brazil;Reebok;Green;S;Male
S000849;Balls;Equipment;165,95;-109,53;112;Japan;Adidas;Red;XL;Female
S000850;Weight Discs;Equipment;74,60;-38,79;253;Spain;Reebok;White;S;Female
S000851;Belt;Accessories;396,23;-313,02;245;Spain;Reebok;Green;M;Female
S000852;Football shoes;Footwear;477,23;-286,34;488;Mexico;Nike;Green;L;Male
S000853;Sneakers;Footwear;251,28;-168,36;325;Australia;Under Armour;Black;L;Male
S000854;Weight Discs;Equipment;448,63;-331,99;113;Germany;Reebok;Green;S;Male
S000855;Running shoes;Footwear;237,55;-187,66;478;Australia;Reebok;Blue;S;Male
S000856;Belt;Accessories;216,83;-112,75;340;Mexico;Puma;Green;XL;Female
S000857;Football shoes;Footwear;200,71;-128,45;297;Brazil;Adidas;Gray;M;Male
S000858;Gloves;Accessories;188,02;-142,90;0;Spain;Adidas;White;XL;Male
S000859;Jacket;Clothing;144,75;-86,85;123;Brazil;Nike;Green;L;Female
S000860;Foam Roller;Equipment;292,70;-193,18;205;Mexico;Under Armour;Black;XL;Male
S000861;Running shoes;Footwear;74,92;-56,94;75;Japan;Nike;Black;L;Female
S000862;Belt;Accessories;251,58;-161,01;229;Australia;Puma;Blue;M;Male
S000863;Resitance bands;Equipment;419,02;-293,31;82;Mexico;Nike;Red;XL;Male
S000864;Gloves;Accessories;416,04;-320,35;330;Spain;Reebok;Red;S;Male
S000865;Coat;Clothing;409,57;-270,32;139;EE.UU.;Adidas;White;XL;Male
S000866;Sandals;Footwear;478,91;-373,55;228;Uruguay;Under Armour;Black;XL;Female
S000867;Yoga mat;Equipment;290,00;-185,60;442;EE.UU.;Under Armour;Gray;XL;Female
S000868;Rackets;Equipment;163,80;-101,56;85;Japan;Adidas;Red;L;Female
S000869;Boots;Footwear;71,17;-37,72;409;EE.UU.;Reebok;Black;S;Male
S000870;Cap;Accessories;25,67;-13,09;468;Japan;Under Armour;Green;XL;Female
S000871;Gloves;Accessories;292,60;-187,26;309;Brazil;Reebok;Black;L;Female
S000872;Gloves;Accessories;212,03;-116,62;105;Mexico;Reebok;Black;M;Male
S000873;Foam Roller;Equipment;484,58;-368,28;126;Germany;Reebok;Blue;L;Female
S000874;Balls;Equipment;399,13;-215,53;149;Germany;Nike;Red;S;Female
S000875;Gloves;Accessories;243,88;-160,96;256;Uruguay;Adidas;Gray;L;Female
S000876;Belt;Accessories;260,29;-177,00;262;Germany;Nike;Red;XL;Male
S000877;Cap;Accessories;323,93;-200,84;256;Mexico;Adidas;Gray;M;Female
S000878;Belt;Accessories;188,80;-122,72;472;Mexico;Reebok;Red;XL;Female
S000879;Jump Rope;Equipment;283,53;-223,99;83;Brazil;Reebok;Red;S;Male
S000880;Jacket;Clothing;228,74;-166,98;9;Germany;Under Armour;Red;M;Male
S000881;Shorts;Clothing;471,87;-339,75;217;Brazil;Reebok;Red;S;Male
S000882;Sunglasses;Accessories;394,39;-303,68;216;Japan;Puma;Blue;M;Male
S000883;Shorts;Clothing;151,35;-89,30;313;Mexico;Nike;White;XL;Female
S000884;Backpack;Accessories;37,61;-25,95;238;Mexico;Under Armour;Gray;L;Male
S000885;Pants;Clothing;103,14;-72,20;295;Spain;Reebok;White;L;Male
S000886;Leggings;Clothing;110,52;-57,47;197;Germany;Reebok;Green;M;Male
S000887;Towel;Accessories;228,86;-125,87;494;Germany;Under Armour;Green;XL;Male
S000888;Backpack;Accessories;58,08;-44,14;307;Germany;Under Armour;White;XL;Female
S000889;Football shoes;Footwear;180,30;-106,38;405;Mexico;Puma;White;L;Female
S000890;Jacket;Clothing;27,41;-16,72;275;EE.UU.;Nike;Blue;M;Female
S000891;Yoga mat;Equipment;436,54;-257,56;397;Uruguay;Reebok;White;L;Male
S000892;Coat;Clothing;331,81;-202,40;170;Brazil;Adidas;Gray;L;Female
S000893;Foam Roller;Equipment;250,31;-175,22;282;Australia;Under Armour;Gray;S;Female
S000894;Weight Discs;Equipment;89,08;-58,79;368;Mexico;Adidas;White;XL;Male
S000895;Belt;Accessories;481,24;-298,37;76;Brazil;Under Armour;Blue;S;Male
S000896;Running shoes;Footwear;284,54;-207,71;0;Mexico;Under Armour;Red;M;Female
S000897;Boots;Footwear;431,07;-267,26;150;Uruguay;Puma;Green;S;Male
S000898;Shorts;Clothing;18,96;-9,48;197;Japan;Nike;Gray;XL;Male
S000899;Coat;Clothing;105,77;-53,94;419;Mexico;Adidas;Blue;XL;Male
S000900;Shorts;Clothing;78,37;-52,51;54;Germany;Reebok;Green;L;Male
S000901;Gloves;Accessories;241,67;-181,25;113;Germany;Reebok;Black;XL;Female
S000902;Shorts;Clothing;325,65;-211,67;473;EE.UU.;Under Armour;White;M;Female
S000903;Coat;Clothing;469,85;-249,02;52;Germany;Under Armour;Blue;S;Male
S000904;Belt;Accessories;285,14;-142,57;105;Mexico;Under Armour;Green;XL;Male
S000905;Bracelet;Accessories;448,29;-340,70;376;Mexico;Reebok;Red;M;Male
S000906;Running shoes;Footwear;401,60;-293,17;193;Germany;Puma;Green;S;Male
S000907;Gloves;Accessories;43,98;-33,86;366;EE.UU.;Puma;Red;XL;Female
S000908;Cap;Accessories;234,05;-163,84;168;Brazil;Reebok;Gray;L;Female
S000909;Coat;Clothing;488,08;-297,73;154;Japan;Adidas;White;L;Male
S000910;Leggings;Clothing;17,74;-9,22;426;Uruguay;Puma;Gray;S;Female
S000911;Balls;Equipment;133,88;-73,63;440;Brazil;Under Armour;Gray;M;Male
S000912;Sandals;Footwear;261,41;-175,14;254;EE.UU.;Under Armour;Black;S;Female
S000913;T-shirt;Clothing;393,10;-251,58;71;Uruguay;Reebok;Green;S;Female
S000914;Leggings;Clothing;71,77;-45,22;6;Uruguay;Adidas;Black;XL;Female
S000915;Yoga mat;Equipment;365,89;-201,24;375;Uruguay;Adidas;Blue;M;Male
S000916;Resitance bands;Equipment;321,23;-195,95;482;Japan;Reebok;Blue;L;Male
S000917;Coat;Clothing;235,48;-127,16;52;Germany;Puma;Red;S;Male
S000918;Jump Rope;Equipment;437,92;-249,61;365;Uruguay;Nike;Red;M;Female
S000919;Weight Discs;Equipment;316,06;-183,31;499;Spain;Puma;Black;M;Male
S000920;Leggings;Clothing;282,70;-172,45;3;EE.UU.;Nike;Blue;M;Male
S000921;Football shoes;Footwear;278,52;-175,47;282;Japan;Nike;White;S;Male
S000922;Coat;Clothing;494,79;-385,94;251;Mexico;Nike;Red;XL;Male
S000923;Belt;Accessories;139,43;-71,11;351;EE.UU.;Puma;Blue;L;Female
S000924;Boots;Footwear;285,61;-214,21;40;Uruguay;Puma;Gray;XL;Male
S000925;Belt;Accessories;94,03;-74,28;152;EE.UU.;Adidas;Blue;L;Male
S000926;Backpack;Accessories;185,38;-103,81;284;Brazil;Under Armour;Green;M;Male
S000927;Boots;Footwear;263,45;-160,70;82;Australia;Under Armour;Blue;XL;Female
S000928;Foam Roller;Equipment;265,48;-196,46;431;Uruguay;Puma;Black;S;Female
S000929;Backpack;Accessories;84,89;-57,73;298;Australia;Puma;Green;M;Female
S000930;Weight Discs;Equipment;499,30;-279,61;190;Mexico;Adidas;Gray;XL;Male
S000931;Bracelet;Accessories;398,70;-303,01;50;EE.UU.;Puma;Green;XL;Female
S000932;Towel;Accessories;114,19;-65,09;406;EE.UU.;Adidas;Gray;S;Female
S000933;Balls;Equipment;345,20;-207,12;455;Japan;Adidas;White;M;Male
S000934;Jacket;Clothing;410,49;-229,87;98;Brazil;Under Armour;Gray;S;Male
S000935;Pants;Clothing;270,07;-191,75;363;Australia;Under Armour;White;M;Male
S000936;Coat;Clothing;90,78;-47,21;422;Brazil;Puma;Gray;M;Female
S000937;Sneakers;Footwear;119,71;-61,05;26;Spain;Puma;Blue;M;Male
S000938;Leggings;Clothing;441,10;-273,48;19;Australia;Nike;Black;L;Female
S000939;Resitance bands;Equipment;268,27;-174,38;226;Mexico;Puma;Green;L;Female
S000940;Sneakers;Footwear;431,60;-250,33;27;Uruguay;Nike;Blue;L;Female
S000941;Leggings;Clothing;72,98;-54,01;474;Germany;Puma;Black;XL;Male
S000942;Jump Rope;Equipment;413,06;-289,14;311;Mexico;Puma;Blue;M;Male
S000943;Towel;Accessories;305,10;-164,75;470;Australia;Reebok;Green;S;Male
S000944;Backpack;Accessories;425,91;-217,21;365;EE.UU.;Puma;Green;XL;Female
S000945;Sneakers;Footwear;23,36;-17,05;175;EE.UU.;Reebok;Green;L;Male
S000946;Running shoes;Footwear;215,66;-135,87;468;EE.UU.;Adidas;Red;XL;Female
S000947;Leggings;Clothing;204,89;-149,57;63;Brazil;Under Armour;Green;S;Female
S000948;Coat;Clothing;202,98;-125,85;328;Mexico;Adidas;Green;S;Female
S000949;Balls;Equipment;22,63;-16,52;345;Japan;Puma;White;L;Male
S000950;Resitance bands;Equipment;288,18;-219,02;439;EE.UU.;Adidas;Green;L;Female
S000951;Weight Discs;Equipment;54,73;-32,84;280;Mexico;Adidas;Red;S;Male
S000952;Resitance bands;Equipment;277,86;-200,06;326;Mexico;Under Armour;Blue;XL;Female
S000953;Leggings;Clothing;143,59;-74,67;103;Brazil;Nike;Red;XL;Male
S000954;Balls;Equipment;380,27;-289,01;193;Mexico;Nike;Red;S;Male
S000955;Sandals;Footwear;98,92;-55,40;408;Mexico;Adidas;Red;M;Female
S000956;Sunglasses;Accessories;427,76;-260,93;112;Brazil;Adidas;Blue;XL;Female
S000957;T-shirt;Clothing;380,43;-270,11;291;Brazil;Puma;Gray;M;Male
S000958;Sunglasses;Accessories;392,79;-223,89;383;Germany;Under Armour;Green;S;Male
